topicCreator,topicId,topicTitle,topicSlug,topicPostCount,topicReplyCount,topicViewCount,topicLikeCount,topicCategoryId,topicTags,topicCreated,topicLatest,topicPinned,topicVisible,topicClosed,topicVisible.1,topicArchieved,topicHasAcceptedAnswer
thinkDecade,14142,Create a Discord Category Channel for Governance,create-a-discord-category-channel-for-governance,14,3,1442,67,6,community-engagement,2023-04-26T10:57:12.408Z,2023-09-28T07:38:26.695Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
sahijeevan,16551,Arbitrum Oddyssey Season -2,arbitrum-oddyssey-season-2,7,1,440,3,4,governance,2023-09-20T07:41:32.631Z,2023-09-28T07:37:45.604Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Scalene,13614,Proposal: Expand Metaverse Capacities of Arbitrum (FINAL),proposal-expand-metaverse-capacities-of-arbitrum-final,15,6,3970,41,7,,2023-04-09T05:21:34.785Z,2024-01-03T20:58:51.199Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0x_Buidler,15384,[Proposal: Request for comment] : Recognizing and Rewarding Offchain Labs' Hackathon Participants and GitHub Contributors through the Arbitrum DAO,proposal-request-for-comment-recognizing-and-rewarding-offchain-labs-hackathon-participants-and-github-contributors-through-the-arbitrum-dao,2,0,524,7,7,,2023-07-10T08:59:15.928Z,2023-07-19T17:37:48.282Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
0x_Buidler,12561,Proposal: A Proposal for ARB Token Airdrop to Early Arbitrum Devcon Hackathon Participants and GitHub Contributors,proposal-a-proposal-for-arb-token-airdrop-to-early-arbitrum-devcon-hackathon-participants-and-github-contributors,17,7,1732,74,7,,2023-03-30T06:54:25.468Z,2023-05-23T11:23:45.697Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
masterbean,19850,[Good Entry] Bi-Weekly Update [1 December 2023],good-entry-bi-weekly-update-1-december-2023,1,0,206,1,22,,2023-12-01T15:24:27.698Z,2023-12-01T15:24:27.761Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
masterbean,16763,[Good Entry][FINAL][STIP - Round 1],good-entry-final-stip-round-1,67,25,4014,126,14,,2023-09-22T16:41:54.504Z,2023-11-06T09:37:42.948Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Janabe,15615,Proposal: Building the Future of NFTs: The Rarible Protocol - Arbitrum Integration Proposal [REVISED],proposal-building-the-future-of-nfts-the-rarible-protocol-arbitrum-integration-proposal-revised,30,8,5335,162,7,,2023-07-27T20:10:44.182Z,2023-12-31T04:37:06.295Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Janabe,15091,Proposal: Building the Future of NFTs: The Rarible Protocol - Arbitrum Integration Proposal,proposal-building-the-future-of-nfts-the-rarible-protocol-arbitrum-integration-proposal,2,0,1010,3,7,proposal,2023-06-27T19:25:19.326Z,2023-06-27T19:25:19.449Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Penpie,20033,Notice: New Multisig Wallet for STIP fund management (Magpie Ecosystem),notice-new-multisig-wallet-for-stip-fund-management-magpie-ecosystem,1,0,184,1,23,,2023-12-12T17:31:31.949Z,2023-12-12T17:31:31.990Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Penpie,16648,"[Magpie, Penpie, Radpie, Campie] [FINAL] [STIP - Round 1]",magpie-penpie-radpie-campie-final-stip-round-1,54,21,3141,82,14,,2023-09-21T14:28:49.151Z,2023-10-12T10:43:08.476Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
apoorv9,19618,Stella STIP Program Updates,stella-stip-program-updates,4,2,407,0,22,,2023-11-17T11:58:23.892Z,2023-12-29T09:54:12.524Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
apoorv9,17328,[Stella] [FINAL] [STIP - Round 1],stella-final-stip-round-1,21,3,1692,23,14,,2023-09-27T13:07:50.869Z,2023-10-12T08:36:56.694Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
traderjoe,20309,"Trader Joe STIP Porgram Update #4 (Dec. 29, 2023)",trader-joe-stip-porgram-update-4-dec-29-2023,1,0,101,2,22,,2023-12-29T14:36:18.902Z,2023-12-29T14:36:19.021Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
traderjoe,20074,"Trader Joe STIP Porgram Update #3 (Dec. 15, 2023)",trader-joe-stip-porgram-update-3-dec-15-2023,1,0,167,2,22,,2023-12-15T12:23:31.172Z,2023-12-15T12:23:31.258Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
traderjoe,19854,"Trader Joe STIP Program Update #2 (Dec. 01, 2023)",trader-joe-stip-program-update-2-dec-01-2023,1,0,246,0,22,,2023-12-01T16:52:09.775Z,2023-12-01T16:52:10.011Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
traderjoe,19624,"Trader Joe STIP Program Update #1 (Nov. 17, 2023)",trader-joe-stip-program-update-1-nov-17-2023,2,0,382,4,22,,2023-11-17T16:28:52.363Z,2023-11-17T17:28:39.290Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
traderjoe,17013,[Trader Joe] [FINAL] [STIP - Round 1],trader-joe-final-stip-round-1,40,7,4329,95,14,,2023-09-25T20:08:02.061Z,2023-10-25T20:51:05.502Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
brichis,16279,Proposal: Arbitrum as official sponsor of Ethereum Mexico 2023,proposal-arbitrum-as-official-sponsor-of-ethereum-mexico-2023,24,13,4756,116,7,proposal,2023-09-11T09:10:57.081Z,2023-10-13T14:43:31.073Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
paulsengh,20321,OpenBlock Labs STIP Incentive Efficacy Update (12/29),openblock-labs-stip-incentive-efficacy-update-12-29,2,0,323,11,22,,2023-12-30T05:38:03.473Z,2023-12-30T23:06:48.567Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
paulsengh,20119,OpenBlock Labs STIP Data Reporting Update (12/15),openblock-labs-stip-data-reporting-update-12-15,3,0,260,16,22,,2023-12-16T06:09:34.552Z,2023-12-19T00:56:53.371Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
paulsengh,19868,OpenBlock Labs STIP Data Reporting Update,openblock-labs-stip-data-reporting-update,1,0,298,4,22,,2023-12-02T03:27:43.742Z,2023-12-02T03:27:43.814Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
paulsengh,19607,OpenBlock Labs STIP Data Update,openblock-labs-stip-data-update,3,0,412,14,22,,2023-11-17T03:31:38.706Z,2023-11-17T19:04:43.334Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
paulsengh,18946,STIP Monitoring - Objective 1 & 2 - OpenBlock Labs - [FINAL],stip-monitoring-objective-1-2-openblock-labs-final,3,0,644,3,19,pl-data-monitoring,2023-10-16T02:43:50.562Z,2023-10-28T06:24:54.012Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
realdumbird,20319,MUX STIP Program Update (Dec. 29 2023),mux-stip-program-update-dec-29-2023,1,0,103,1,22,,2023-12-30T03:59:52.750Z,2023-12-30T03:59:52.804Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
realdumbird,20087,MUX STIP Program Update (Dec. 15 2023),mux-stip-program-update-dec-15-2023,1,0,178,1,22,,2023-12-15T19:33:20.147Z,2023-12-15T19:33:20.203Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
realdumbird,19840,MUX STIP Program Update (Nov. 30 2023),mux-stip-program-update-nov-30-2023,1,0,217,1,22,,2023-12-01T01:51:04.393Z,2023-12-01T01:51:04.453Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
realdumbird,19611,MUX STIP Program Updates,mux-stip-program-updates,1,0,288,0,22,,2023-11-17T07:32:49.886Z,2023-11-17T08:12:51.935Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
realdumbird,17540,[MUX Protocol] [FINAL] [STIP - Round 1],mux-protocol-final-stip-round-1,36,14,2975,38,14,,2023-09-28T02:56:33.386Z,2023-10-12T16:19:32.989Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
corey,19625,Dolomite STIP Program Updates,dolomite-stip-program-updates,8,5,565,13,22,,2023-11-17T16:37:19.664Z,2023-12-30T02:36:12.848Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
corey,16818,[Dolomite] [FINAL] [STIP - Round 1],dolomite-final-stip-round-1,38,11,3164,79,14,,2023-09-23T03:06:45.489Z,2023-10-12T21:59:10.340Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
blockhain_dev_web3,14263,Funny Project - Exploring Nature?,funny-project-exploring-nature,11,0,868,36,4,,2023-05-02T09:32:31.620Z,2023-10-10T14:32:50.816Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
blockhain_dev_web3,13694,My NFT Wars: Evaluating Arbitrum for Our Innovative PlayFi RPG Game,my-nft-wars-evaluating-arbitrum-for-our-innovative-playfi-rpg-game,26,1,1521,129,4,,2023-04-10T09:40:07.764Z,2023-10-04T06:00:28.455Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
teddy-notional,18948,Proposal to Improve Future Incentive Programs,proposal-to-improve-future-incentive-programs,8,3,698,24,11,,2023-10-16T02:44:39.873Z,2023-12-21T08:43:46.344Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
teddy-notional,16848,[Notional] [FINAL] [STIP - Round 1],notional-final-stip-round-1,15,2,1415,9,14,proposal,2023-09-23T14:08:11.834Z,2023-10-12T08:38:26.369Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
SplitCapital,12918,Remedying the AIP-1 Situation and offering a buy back of $ARB,remedying-the-aip-1-situation-and-offering-a-buy-back-of-arb,20,8,4383,67,7,,2023-04-02T14:11:00.564Z,2023-04-02T22:26:28.984Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
karpatkey,20085,Karpatkey Delegate Communication Thread,karpatkey-delegate-communication-thread,1,0,177,7,6,delegation,2023-12-15T19:04:45.015Z,2023-12-15T19:04:45.075Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Romy,19847,Abracadabra STIP Program Updates,abracadabra-stip-program-updates,2,0,271,0,22,,2023-12-01T12:33:31.488Z,2023-12-15T07:05:51.355Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Vaultka,17289,[Vaultka] [FINAL] [STIP - Round 1],vaultka-final-stip-round-1,24,10,1919,13,14,proposal,2023-09-27T10:14:34.976Z,2023-10-13T00:02:24.439Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Vaultka,18184,Suggestion on sharing grants proportionally in the future,suggestion-on-sharing-grants-proportionally-in-the-future,4,0,465,21,11,,2023-10-04T07:50:22.545Z,2023-10-12T02:27:49.493Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
bubli.eth,12372,Active Governance,active-governance,11,1,2398,108,6,,2023-03-28T07:28:26.535Z,2023-04-17T11:07:24.266Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
chefmaroon,17136,[PancakeSwap] [FINAL] [STIP - Round 1],pancakeswap-final-stip-round-1,38,17,2495,76,14,,2023-09-26T14:57:51.310Z,2023-10-12T16:41:26.857Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Frax.Finance,20070,"Frax Finance Bi-Weekly Update (Dec 15, 2023)",frax-finance-bi-weekly-update-dec-15-2023,1,0,143,2,22,,2023-12-15T05:14:12.882Z,2023-12-15T05:14:12.958Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Frax.Finance,19856,"Frax Finance Bi-Weekly Update (Dec 1, 2023)",frax-finance-bi-weekly-update-dec-1-2023,1,0,233,0,22,,2023-12-01T17:04:44.397Z,2023-12-01T17:04:44.478Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Frax.Finance,16579,[Frax Finance] [FINAL] [STIP - Round 1],frax-finance-final-stip-round-1,34,7,3319,103,14,,2023-09-20T17:29:47.744Z,2023-10-12T16:46:48.359Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Cyfrin,19161,Non-Constitutional AIP: Arbitrum Security Enhancement Fund,non-constitutional-aip-arbitrum-security-enhancement-fund,22,7,4586,114,7,,2023-10-25T21:25:53.398Z,2023-11-09T13:16:11.762Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
RadiantDAO,19612,RADIANT STIP Program Updates,radiant-stip-program-updates,4,1,538,8,22,,2023-11-17T08:04:28.046Z,2023-12-29T22:37:03.293Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
RadiantDAO,16929,[RADIANT] [FINAL] [STIP - Round 1],radiant-final-stip-round-1,48,17,5564,149,14,,2023-09-25T05:10:30.927Z,2023-11-06T20:06:59.831Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
SankoGameCorp,17486,[Sanko GameCorp] [FINAL] [STIP - Round 1],sanko-gamecorp-final-stip-round-1,37,18,3478,98,14,,2023-09-27T23:56:58.374Z,2023-12-18T20:20:04.618Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Kubilay_MatrixedLink,15387,Proposal to onboard Matrixed.Link as a validator for Arbitrum One,proposal-to-onboard-matrixed-link-as-a-validator-for-arbitrum-one,16,7,4376,65,7,proposal,2023-07-10T11:48:57.693Z,2023-12-10T11:11:34.490Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
iZUMi_Finance,17150,[iZUMi Finance] [FINAL] [STIP - Round 1],izumi-finance-final-stip-round-1,20,7,1573,5,14,proposal,2023-09-26T15:51:21.552Z,2023-10-13T00:46:19.411Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
arabianhorses,13931,Tool for $ARB delegates,tool-for-arb-delegates,2,0,1003,14,4,delegation,2023-04-16T23:51:24.228Z,2023-04-17T20:56:39.830Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ameeth,20315,"Timeswap Bi-Weekly Update December 29, 2023",timeswap-bi-weekly-update-december-29-2023,1,0,98,1,22,,2023-12-29T19:24:06.408Z,2023-12-29T19:24:06.478Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ameeth,20080,"Timeswap Bi-Weekly Update December 15, 2023",timeswap-bi-weekly-update-december-15-2023,1,0,133,1,22,,2023-12-15T15:38:50.757Z,2023-12-15T15:38:50.819Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ameeth,19852,"Timeswap STIP Program Updates [Dec 1, 2023)",timeswap-stip-program-updates-dec-1-2023,1,0,218,1,22,,2023-12-01T16:04:39.613Z,2023-12-01T16:04:39.668Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ameeth,17344,[Timeswap] [FINAL] [STIP - Round 1],timeswap-final-stip-round-1,26,6,2186,70,14,,2023-09-27T14:45:52.680Z,2023-10-12T16:43:04.002Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Mariam,19616,"Angle Protocol Bi-Weekly Update (Nov. 17, 2023)",angle-protocol-bi-weekly-update-nov-17-2023,2,0,384,7,22,,2023-11-17T10:48:42.238Z,2023-12-01T16:08:55.882Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Mariam,17104,[ANGLE PROTOCOL] [FINAL] [STIP - Round 1],angle-protocol-final-stip-round-1,24,7,2054,56,14,,2023-09-26T12:37:14.642Z,2023-10-12T22:58:49.358Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Sherlock,19300,Non-Constitutional AIP: Ecosystem Security Fund,non-constitutional-aip-ecosystem-security-fund,16,4,3038,57,7,,2023-11-02T18:21:05.064Z,2023-11-09T14:24:43.702Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Sushi,16456,Proposal: Transforming Arbitrum's Financial Ecosystem – Enhancing Sustainable Growth and Innovation through SushiSwap’s Bond Program,proposal-transforming-arbitrums-financial-ecosystem-enhancing-sustainable-growth-and-innovation-through-sushiswap-s-bond-program,13,26,4672,191,7,,2023-09-16T23:49:29.098Z,2023-12-31T03:39:26.714Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Sushi,19516,V2 Incentives Program - Working Group (STIP Round 2),v2-incentives-program-working-group-stip-round-2,6,0,1283,27,16,,2023-11-13T19:18:07.178Z,2023-11-22T19:03:20.913Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ApeSwap,17365,[ApeSwap] [DRAFT] [STIP - Round 1],apeswap-draft-stip-round-1,18,5,1225,65,14,"proposal, governance",2023-09-27T15:30:29.503Z,2023-10-12T02:29:49.824Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Aiham.eth,16640,[Silo Finance] [FINAL] [STIP - Round 1],silo-finance-final-stip-round-1,36,17,3445,83,14,,2023-09-21T09:46:43.721Z,2023-10-12T14:43:29.586Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Kaushik,14818,Voting Problem of mine,voting-problem-of-mine,3,0,660,26,4,,2023-06-10T07:33:22.578Z,2023-06-11T18:54:58.864Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
WINRProtocol,19627,WINR Protocol Bi-Weekly Update 30.12.2023,winr-protocol-bi-weekly-update-30-12-2023,1,0,399,2,22,,2023-11-17T16:59:41.043Z,2023-12-30T10:10:33.344Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
WINRProtocol,16755,[WINR Protocol] [FINAL] [STIP - Round 1],winr-protocol-final-stip-round-1,38,16,3115,78,14,proposal,2023-09-22T15:14:53.124Z,2023-10-12T22:28:04.012Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
rhettshipp,17569,[GRAVITA] [DRAFT] [STIP - Round 2],gravita-draft-stip-round-2,7,2,268,9,15,,2023-09-28T04:00:07.551Z,2023-09-28T19:31:32.930Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Vertex_Protocol,20320,"Vertex Bi-Weekly Update (December 29, 2023)",vertex-bi-weekly-update-december-29-2023,1,0,114,3,22,,2023-12-30T05:11:25.330Z,2023-12-30T05:11:25.384Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Vertex_Protocol,20081,"Vertex Bi-Weekly Update (December 15, 2023)",vertex-bi-weekly-update-december-15-2023,1,0,142,1,22,,2023-12-15T15:59:54.024Z,2023-12-15T15:59:54.075Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Vertex_Protocol,17435,[Vertex Protocol] [FINAL] [STIP - Round 1],vertex-protocol-final-stip-round-1,71,40,4666,175,14,,2023-09-27T20:51:04.019Z,2023-10-13T13:07:55.126Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
lewi,19619,[Perennial] Bi-Weekly Updates,perennial-bi-weekly-updates,3,0,379,5,22,,2023-11-17T12:59:27.716Z,2023-12-15T21:31:56.396Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
lewi,17388,[Perennial Finance] [FINAL] [STIP - Round 1],perennial-finance-final-stip-round-1,21,6,1943,43,14,,2023-09-27T17:04:24.915Z,2023-10-13T10:27:42.561Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Seraphim,17119,[Lido] [FINAL] [STIP - Round 1],lido-final-stip-round-1,57,25,3722,174,14,,2023-09-26T13:59:43.996Z,2023-10-11T21:34:53.016Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Tenzent,19596,SILO STIP Program Updates,silo-stip-program-updates,4,0,506,5,22,,2023-11-16T18:51:29.174Z,2023-12-29T22:21:38.358Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
KrunalUniDex,17543,[UniDex] [FINAL] [STIP - Round 1],unidex-final-stip-round-1,34,10,2818,146,14,proposal,2023-09-28T02:58:47.746Z,2023-10-13T00:03:21.033Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ddwchen,20040,"Plurality Labs: ""Our Biggest Minigrants Yet"" (JokeRace)",plurality-labs-our-biggest-minigrants-yet-jokerace,22,12,535,54,16,"proposal, governance",2023-12-13T07:16:21.120Z,2023-12-31T23:30:54.222Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
animal,14637,Arbitrum Questions lost funds,arbitrum-questions-lost-funds,16,8,1533,84,4,,2023-05-23T17:44:49.541Z,2023-12-08T01:15:33.368Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HWxFrank,16732,[D2.finance] [FINAL] [STIP - Round 1],d2-finance-final-stip-round-1,32,16,1972,55,14,,2023-09-22T13:17:26.657Z,2023-10-13T00:43:44.214Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
HWxFrank,17162,[Rodeo Finance] [FINAL] [STIP - Round 1],rodeo-finance-final-stip-round-1,29,10,1917,52,14,,2023-09-26T16:40:32.452Z,2023-10-12T21:57:26.756Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
LodestarFinanceDAO,19839,[Lodestar Finance] Bi-Weekly Update,lodestar-finance-bi-weekly-update,3,0,295,2,22,,2023-12-01T01:26:33.575Z,2024-01-02T05:44:40.007Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
LodestarFinanceDAO,16981,[LODESTAR FINANCE] [FINAL] [STIP - Round 1],lodestar-finance-final-stip-round-1,29,3,2562,56,14,,2023-09-25T15:35:02.666Z,2023-10-23T14:27:51.965Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
padzank,16836,[Thales] [FINAL] [STIP - Round 1],thales-final-stip-round-1,20,5,1942,39,14,proposal,2023-09-23T09:11:27.230Z,2023-12-11T13:36:03.516Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Neotokyocat,19833,Umami Finance Bi-Weekly Update,umami-finance-bi-weekly-update,3,0,394,2,22,,2023-11-30T14:27:37.326Z,2023-12-29T01:27:52.404Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Neotokyocat,17203,[Umami Finance] [FINAL] [STIP - Round 1],umami-finance-final-stip-round-1,35,7,2508,72,14,,2023-09-26T22:06:27.386Z,2023-10-26T18:03:42.393Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
alliestokes013,3819,Main about Arbitrum,main-about-arbitrum,6,3,1530,41,4,,2023-03-17T09:53:34.461Z,2023-05-19T08:22:47.880Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Amber,12833,Conflict of interest disclosure,conflict-of-interest-disclosure,3,0,1093,16,4,,2023-04-02T01:46:26.428Z,2023-04-03T10:59:25.707Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
WOOFi,17043,[WOOFi] [FINAL] [STIP - Round 1],woofi-final-stip-round-1,25,5,2294,41,14,,2023-09-26T02:05:35.413Z,2023-10-12T23:50:36.060Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
juanbug,19225,Uniswap-Arbitrum Delegate Program (UADP) Communication Thread,uniswap-arbitrum-delegate-program-uadp-communication-thread,15,2,978,36,6,delegation,2023-10-28T19:04:28.880Z,2023-12-26T08:03:55.557Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
suga,11764,ARB staking for running a validator + value accrual through sequencer fees,arb-staking-for-running-a-validator-value-accrual-through-sequencer-fees,13,8,2616,42,4,,2023-03-25T00:17:26.618Z,2023-10-01T18:03:19.441Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Wormhole_Foundation,16617,[Wormhole][FINAL][STIP - Round 1],wormhole-final-stip-round-1,25,6,2924,62,14,,2023-09-21T00:57:20.235Z,2023-10-12T23:29:56.249Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
LiviuC,14165,DAOstewards Delegate Communication Thread [banklessDAO],daostewards-delegate-communication-thread-banklessdao,13,2,1472,26,6,delegation,2023-04-27T17:13:52.036Z,2023-12-31T22:02:40.814Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
StillVany,12653,Managing tokens after delegation,managing-tokens-after-delegation,9,2,1610,25,6,delegation,2023-03-31T02:51:47.418Z,2023-04-09T17:14:11.985Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
sheenhx,18287,[MXC Layer3] [FINAL] [STIP - Round 2],mxc-layer3-final-stip-round-2,4,0,335,1,15,,2023-10-05T10:34:48.707Z,2023-10-23T11:53:33.851Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
sheenhx,14598,Proposal: Distributing ARB Tokens to L3 MXC zkEVM Users to Encourage Growth on Arbitrum One,proposal-distributing-arb-tokens-to-l3-mxc-zkevm-users-to-encourage-growth-on-arbitrum-one,12,5,1384,48,7,,2023-05-20T13:02:36.562Z,2023-06-13T14:37:36.654Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
haaroon,18298,Query on Security Council Membership Limits and Financial Incentives,query-on-security-council-membership-limits-and-financial-incentives,1,0,210,4,12,,2023-10-05T14:49:11.390Z,2023-10-05T16:58:01.317Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
haaroon,16323,Haaroon - Candidate for Security Council Sept 2023!,haaroon-candidate-for-security-council-sept-2023,2,0,356,8,12,,2023-09-12T21:02:12.516Z,2023-09-15T15:13:21.230Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0xngmi,18936,STIP Data Monitoring and Reporting - Objective 1 - DefiLlama - [DRAFT],stip-data-monitoring-and-reporting-objective-1-defillama-draft,9,2,582,24,19,pl-data-monitoring,2023-10-15T20:38:54.976Z,2023-10-19T15:57:49.907Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
mint_cloud,19522,[Matcha][FINAL][STIP - Round 2],matcha-final-stip-round-2,1,0,366,2,15,,2023-11-14T00:50:12.720Z,2023-12-11T23:55:23.381Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Cryptocafe,13246,Proposal to Blacklist Systematic Scammers and refund victims who could not claim their ARB airdrop,proposal-to-blacklist-systematic-scammers-and-refund-victims-who-could-not-claim-their-arb-airdrop,24,9,4862,65,7,,2023-04-04T08:32:27.553Z,2023-10-20T14:06:28.865Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
RoshniK,12375,Creating active community in ARBITRUM,creating-active-community-in-arbitrum,10,2,1350,45,4,,2023-03-28T07:38:46.001Z,2023-05-23T09:08:48.254Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
cerv1,20266,Open Source Observer x Arbitrum,open-source-observer-x-arbitrum,1,0,109,6,16,,2023-12-26T08:20:32.714Z,2023-12-26T08:20:32.775Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0xAC,15985,Proposal: Fund Arbitrum Odyssey 2.0 Airdrop,proposal-fund-arbitrum-odyssey-2-0-airdrop,14,5,4653,35,7,"proposal, aip",2023-08-23T16:37:18.482Z,2023-09-22T19:04:18.385Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
danielo,20138,Plurality Labs: Arbitrum DAO x RnDAO Co.lab,plurality-labs-arbitrum-dao-x-rndao-co-lab,2,0,229,9,16,,2023-12-17T07:48:54.524Z,2024-01-02T04:00:23.217Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
hairaa,18953,Return funds to those individuals who were affected by the webhook bot in the Dev-Announcements channel,return-funds-to-those-individuals-who-were-affected-by-the-webhook-bot-in-the-dev-announcements-channel,1,0,2413,0,7,,2023-10-16T07:52:34.272Z,2023-10-16T08:21:01.635Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
hairaa,12718,"Return funds to those individuals who were affected by the webhook bot in the Dev-Announcements channel on 25th, March",return-funds-to-those-individuals-who-were-affected-by-the-webhook-bot-in-the-dev-announcements-channel-on-25th-march,39,16,1928,58,7,,2023-04-01T05:49:23.851Z,2023-06-05T10:47:01.252Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
