badgeHolder,badgeId,badgeSlug,badgeName,badgeDescription,badgeNumHolders,badgeType
duychu,5,welcome,Welcome,Received a like,2074,Bronze
KoullouCrypto,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
KoullouCrypto,5,welcome,Welcome,Received a like,2074,Bronze
spuriousdragon,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
spuriousdragon,5,welcome,Welcome,Received a like,2074,Bronze
spuriousdragon,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
ARbrow,5,welcome,Welcome,Received a like,2074,Bronze
ARbrow,11,first-like,First Like,Liked a post,3385,Bronze
trippyape,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
trippyape,5,welcome,Welcome,Received a like,2074,Bronze
boredpandas,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
boredpandas,5,welcome,Welcome,Received a like,2074,Bronze
boredpandas,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
Starlin,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Starlin,5,welcome,Welcome,Received a like,2074,Bronze
Starlin,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
drakeondigital,5,welcome,Welcome,Received a like,2074,Bronze
drakeondigital,10,editor,Editor,First post edit,678,Bronze
drakeondigital,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Lolitslame,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Lolitslame,5,welcome,Welcome,Received a like,2074,Bronze
anthony80,5,welcome,Welcome,Received a like,2074,Bronze
abhay,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
abhay,5,welcome,Welcome,Received a like,2074,Bronze
abhay,10,editor,Editor,First post edit,678,Bronze
abhay,11,first-like,First Like,Liked a post,3385,Bronze
abhay,12,first-share,First Share,Shared a post,542,Bronze
abhay,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
abhay,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Buj0s,5,welcome,Welcome,Received a like,2074,Bronze
dieaster,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
dieaster,5,welcome,Welcome,Received a like,2074,Bronze
dieaster,10,editor,Editor,First post edit,678,Bronze
dieaster,11,first-like,First Like,Liked a post,3385,Bronze
dieaster,12,first-share,First Share,Shared a post,542,Bronze
Kangoler,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Kangoler,5,welcome,Welcome,Received a like,2074,Bronze
Kangoler,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Dasp,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Dasp,5,welcome,Welcome,Received a like,2074,Bronze
Dasp,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
zaibi,5,welcome,Welcome,Received a like,2074,Bronze
zaibi,12,first-share,First Share,Shared a post,542,Bronze
RossDeFi,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
RossDeFi,5,welcome,Welcome,Received a like,2074,Bronze
RossDeFi,10,editor,Editor,First post edit,678,Bronze
RossDeFi,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Ringo,5,welcome,Welcome,Received a like,2074,Bronze
Ringo,10,editor,Editor,First post edit,678,Bronze
Ringo,11,first-like,First Like,Liked a post,3385,Bronze
Alsu,5,welcome,Welcome,Received a like,2074,Bronze
4ynyass,5,welcome,Welcome,Received a like,2074,Bronze
Andrii1990,5,welcome,Welcome,Received a like,2074,Bronze
Vic369,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Vic369,5,welcome,Welcome,Received a like,2074,Bronze
Vic369,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
Vic369,10,editor,Editor,First post edit,678,Bronze
Vic369,11,first-like,First Like,Liked a post,3385,Bronze
Vic369,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
ibeace,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
ibeace,5,welcome,Welcome,Received a like,2074,Bronze
ibeace,11,first-like,First Like,Liked a post,3385,Bronze
Mashuk123,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Mashuk123,5,welcome,Welcome,Received a like,2074,Bronze
business919.eth,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
business919.eth,5,welcome,Welcome,Received a like,2074,Bronze
business919.eth,11,first-like,First Like,Liked a post,3385,Bronze
StarvingFramsynt,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
StarvingFramsynt,5,welcome,Welcome,Received a like,2074,Bronze
StarvingFramsynt,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
StarvingFramsynt,11,first-like,First Like,Liked a post,3385,Bronze
sreeraj,5,welcome,Welcome,Received a like,2074,Bronze
sreeraj,12,first-share,First Share,Shared a post,542,Bronze
sreeraj,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
sreeraj,22,good-share,Good Share,Shared a post with 300 unique visitors,22,Silver
ViktorGPT,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
ViktorGPT,5,welcome,Welcome,Received a like,2074,Bronze
ViktorGPT,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
ViktorGPT,11,first-like,First Like,Liked a post,3385,Bronze
ViktorGPT,12,first-share,First Share,Shared a post,542,Bronze
Tias,5,welcome,Welcome,Received a like,2074,Bronze
johnkoval,5,welcome,Welcome,Received a like,2074,Bronze
johnkoval,11,first-like,First Like,Liked a post,3385,Bronze
SKTCrypto,5,welcome,Welcome,Received a like,2074,Bronze
erysup,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
erysup,5,welcome,Welcome,Received a like,2074,Bronze
erysup,11,first-like,First Like,Liked a post,3385,Bronze
tiger,5,welcome,Welcome,Received a like,2074,Bronze
mykaelHunter,5,welcome,Welcome,Received a like,2074,Bronze
mykaelHunter,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Exorian,5,welcome,Welcome,Received a like,2074,Bronze
Exorian,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Exorian,100,certified,Certified,Completed our new user tutorial,215,Bronze
RutgersBlockchain,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
RutgersBlockchain,5,welcome,Welcome,Received a like,2074,Bronze
RutgersBlockchain,11,first-like,First Like,Liked a post,3385,Bronze
Pxt,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Pxt,5,welcome,Welcome,Received a like,2074,Bronze
Pxt,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Andressa-ans,5,welcome,Welcome,Received a like,2074,Bronze
Andressa-ans,10,editor,Editor,First post edit,678,Bronze
Andressa-ans,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Smartecvitalik,5,welcome,Welcome,Received a like,2074,Bronze
anpan,5,welcome,Welcome,Received a like,2074,Bronze
anpan,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
dubnet,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
dubnet,5,welcome,Welcome,Received a like,2074,Bronze
dubnet,10,editor,Editor,First post edit,678,Bronze
dubnet,11,first-like,First Like,Liked a post,3385,Bronze
dubnet,12,first-share,First Share,Shared a post,542,Bronze
Layer2DAO,5,welcome,Welcome,Received a like,2074,Bronze
Layer2DAO,12,first-share,First Share,Shared a post,542,Bronze
Layer2DAO,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
tatamartins,5,welcome,Welcome,Received a like,2074,Bronze
tatamartins,10,editor,Editor,First post edit,678,Bronze
0xcapt,5,welcome,Welcome,Received a like,2074,Bronze
0xcapt,11,first-like,First Like,Liked a post,3385,Bronze
Dom,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Dom,5,welcome,Welcome,Received a like,2074,Bronze
Dom,11,first-like,First Like,Liked a post,3385,Bronze
PrincetonBlockchain,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
PrincetonBlockchain,5,welcome,Welcome,Received a like,2074,Bronze
PrincetonBlockchain,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
PrincetonBlockchain,11,first-like,First Like,Liked a post,3385,Bronze
PrincetonBlockchain,12,first-share,First Share,Shared a post,542,Bronze
PrincetonBlockchain,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
PrincetonBlockchain,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
Ficey,5,welcome,Welcome,Received a like,2074,Bronze
Z0uleater,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Z0uleater,5,welcome,Welcome,Received a like,2074,Bronze
Z0uleater,11,first-like,First Like,Liked a post,3385,Bronze
Z0uleater,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Z0uleater,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Ali3a,5,welcome,Welcome,Received a like,2074,Bronze
Ali3a,11,first-like,First Like,Liked a post,3385,Bronze
Ali3a,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Ali3a,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Hydranet,5,welcome,Welcome,Received a like,2074,Bronze
water,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
water,5,welcome,Welcome,Received a like,2074,Bronze
water,11,first-like,First Like,Liked a post,3385,Bronze
xiaoxiao,5,welcome,Welcome,Received a like,2074,Bronze
xiaoxiao,11,first-like,First Like,Liked a post,3385,Bronze
bodhi,5,welcome,Welcome,Received a like,2074,Bronze
bodhi,11,first-like,First Like,Liked a post,3385,Bronze
Nacholongo,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Nacholongo,5,welcome,Welcome,Received a like,2074,Bronze
Nacholongo,11,first-like,First Like,Liked a post,3385,Bronze
Nacholongo,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
kazimirzenit,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
kazimirzenit,5,welcome,Welcome,Received a like,2074,Bronze
kazimirzenit,11,first-like,First Like,Liked a post,3385,Bronze
kazimirzenit,12,first-share,First Share,Shared a post,542,Bronze
kazimirzenit,13,first-flag,First Flag,Flagged a post,100,Bronze
ArBITE,5,welcome,Welcome,Received a like,2074,Bronze
ArBITE,10,editor,Editor,First post edit,678,Bronze
ArBITE,11,first-like,First Like,Liked a post,3385,Bronze
phantai,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
phantai,5,welcome,Welcome,Received a like,2074,Bronze
phantai,10,editor,Editor,First post edit,678,Bronze
phantai,11,first-like,First Like,Liked a post,3385,Bronze
mrax33,5,welcome,Welcome,Received a like,2074,Bronze
mrax33,100,certified,Certified,Completed our new user tutorial,215,Bronze
bimz,5,welcome,Welcome,Received a like,2074,Bronze
bimz,11,first-like,First Like,Liked a post,3385,Bronze
bimz,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
erhan,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
erhan,5,welcome,Welcome,Received a like,2074,Bronze
erhan,11,first-like,First Like,Liked a post,3385,Bronze
erhan,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
AMiro,5,welcome,Welcome,Received a like,2074,Bronze
AMiro,11,first-like,First Like,Liked a post,3385,Bronze
DontadarinoTk1,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
DontadarinoTk1,5,welcome,Welcome,Received a like,2074,Bronze
DontadarinoTk1,11,first-like,First Like,Liked a post,3385,Bronze
amircrypto82,5,welcome,Welcome,Received a like,2074,Bronze
amircrypto82,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
amircrypto82,11,first-like,First Like,Liked a post,3385,Bronze
amircrypto82,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Baracuda23,5,welcome,Welcome,Received a like,2074,Bronze
mophi,5,welcome,Welcome,Received a like,2074,Bronze
mophi,11,first-like,First Like,Liked a post,3385,Bronze
Henf,5,welcome,Welcome,Received a like,2074,Bronze
Henf,11,first-like,First Like,Liked a post,3385,Bronze
Tonic,5,welcome,Welcome,Received a like,2074,Bronze
hamster1,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
hamster1,5,welcome,Welcome,Received a like,2074,Bronze
hamster1,11,first-like,First Like,Liked a post,3385,Bronze
tricky,5,welcome,Welcome,Received a like,2074,Bronze
tricky,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
tricky,10,editor,Editor,First post edit,678,Bronze
ddobrij,5,welcome,Welcome,Received a like,2074,Bronze
ddobrij,11,first-like,First Like,Liked a post,3385,Bronze
ddobrij,43,first-reply-by-email,First Reply By Email,Replied to a post via email,12,Bronze
Sophia,5,welcome,Welcome,Received a like,2074,Bronze
Sophia,11,first-like,First Like,Liked a post,3385,Bronze
unlocked,5,welcome,Welcome,Received a like,2074,Bronze
unlocked,14,first-link,First Link,Added a link to another topic,148,Bronze
unlocked,15,first-quote,First Quote,Quoted a post,243,Bronze
unlocked,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
unlocked,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
thecryptochad,5,welcome,Welcome,Received a like,2074,Bronze
thecryptochad,11,first-like,First Like,Liked a post,3385,Bronze
MXer646,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
MXer646,5,welcome,Welcome,Received a like,2074,Bronze
MXer646,11,first-like,First Like,Liked a post,3385,Bronze
HeisenbergYC,5,welcome,Welcome,Received a like,2074,Bronze
HeisenbergYC,11,first-like,First Like,Liked a post,3385,Bronze
proofofsteve,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
proofofsteve,5,welcome,Welcome,Received a like,2074,Bronze
proofofsteve,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
misterburns,5,welcome,Welcome,Received a like,2074,Bronze
misterburns,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
newjks,5,welcome,Welcome,Received a like,2074,Bronze
newjks,12,first-share,First Share,Shared a post,542,Bronze
AndreCronje,5,welcome,Welcome,Received a like,2074,Bronze
Soulllvision,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Soulllvision,5,welcome,Welcome,Received a like,2074,Bronze
Soulllvision,11,first-like,First Like,Liked a post,3385,Bronze
Soulllvision,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Soulllvision,100,certified,Certified,Completed our new user tutorial,215,Bronze
vikas21st,5,welcome,Welcome,Received a like,2074,Bronze
elwowso,5,welcome,Welcome,Received a like,2074,Bronze
elwowso,11,first-like,First Like,Liked a post,3385,Bronze
amires,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
amires,5,welcome,Welcome,Received a like,2074,Bronze
amires,11,first-like,First Like,Liked a post,3385,Bronze
0xYield,5,welcome,Welcome,Received a like,2074,Bronze
0xYield,11,first-like,First Like,Liked a post,3385,Bronze
kolas123,5,welcome,Welcome,Received a like,2074,Bronze
kolas123,11,first-like,First Like,Liked a post,3385,Bronze
kolas123,15,first-quote,First Quote,Quoted a post,243,Bronze
kolas123,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Marta,5,welcome,Welcome,Received a like,2074,Bronze
Marta,11,first-like,First Like,Liked a post,3385,Bronze
York2,5,welcome,Welcome,Received a like,2074,Bronze
York2,11,first-like,First Like,Liked a post,3385,Bronze
Cesaro,5,welcome,Welcome,Received a like,2074,Bronze
Cesaro,11,first-like,First Like,Liked a post,3385,Bronze
Cesaro,12,first-share,First Share,Shared a post,542,Bronze
Yakima,5,welcome,Welcome,Received a like,2074,Bronze
Yakima,11,first-like,First Like,Liked a post,3385,Bronze
Yakima,12,first-share,First Share,Shared a post,542,Bronze
Sagatree,5,welcome,Welcome,Received a like,2074,Bronze
Sagatree,11,first-like,First Like,Liked a post,3385,Bronze
Sagatree,12,first-share,First Share,Shared a post,542,Bronze
wisp_777,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
wisp_777,5,welcome,Welcome,Received a like,2074,Bronze
wisp_777,10,editor,Editor,First post edit,678,Bronze
wisp_777,11,first-like,First Like,Liked a post,3385,Bronze
Milanseedorf,5,welcome,Welcome,Received a like,2074,Bronze
dmetreeohs,5,welcome,Welcome,Received a like,2074,Bronze
dmetreeohs,11,first-like,First Like,Liked a post,3385,Bronze
dmetreeohs,15,first-quote,First Quote,Quoted a post,243,Bronze
Tekr0x.eth,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Tekr0x.eth,5,welcome,Welcome,Received a like,2074,Bronze
Tekr0x.eth,11,first-like,First Like,Liked a post,3385,Bronze
Zeron_Mod,5,welcome,Welcome,Received a like,2074,Bronze
Zeron_Mod,11,first-like,First Like,Liked a post,3385,Bronze
Zeron_Mod,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Roberto-Carlitos,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Roberto-Carlitos,5,welcome,Welcome,Received a like,2074,Bronze
Roberto-Carlitos,10,editor,Editor,First post edit,678,Bronze
Roberto-Carlitos,11,first-like,First Like,Liked a post,3385,Bronze
Roberto-Carlitos,13,first-flag,First Flag,Flagged a post,100,Bronze
Roberto-Carlitos,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
ArbitrumTheParbitrum,5,welcome,Welcome,Received a like,2074,Bronze
ArbitrumTheParbitrum,11,first-like,First Like,Liked a post,3385,Bronze
King-Arthur,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
King-Arthur,5,welcome,Welcome,Received a like,2074,Bronze
King-Arthur,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
King-Arthur,11,first-like,First Like,Liked a post,3385,Bronze
King-Arthur,33,out-of-love,Out of Love,Used 50 likes in a day,48,Bronze
King-Arthur,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Platonic,5,welcome,Welcome,Received a like,2074,Bronze
Platonic,12,first-share,First Share,Shared a post,542,Bronze
scryotic,5,welcome,Welcome,Received a like,2074,Bronze
scryotic,11,first-like,First Like,Liked a post,3385,Bronze
scryotic,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
MTS,5,welcome,Welcome,Received a like,2074,Bronze
HedgedByPerps,5,welcome,Welcome,Received a like,2074,Bronze
HedgedByPerps,11,first-like,First Like,Liked a post,3385,Bronze
Gerhart,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Gerhart,5,welcome,Welcome,Received a like,2074,Bronze
Gerhart,11,first-like,First Like,Liked a post,3385,Bronze
Gerhart,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Gerhart,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
FarmerJohn,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
FarmerJohn,5,welcome,Welcome,Received a like,2074,Bronze
FarmerJohn,11,first-like,First Like,Liked a post,3385,Bronze
andrewch,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
andrewch,5,welcome,Welcome,Received a like,2074,Bronze
andrewch,10,editor,Editor,First post edit,678,Bronze
andrewch,11,first-like,First Like,Liked a post,3385,Bronze
Eva,5,welcome,Welcome,Received a like,2074,Bronze
Teket1886,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Teket1886,5,welcome,Welcome,Received a like,2074,Bronze
Teket1886,11,first-like,First Like,Liked a post,3385,Bronze
Teket1886,12,first-share,First Share,Shared a post,542,Bronze
Teket1886,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
Teket1886,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
RaffaelloSanzio,5,welcome,Welcome,Received a like,2074,Bronze
invitedtea,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
invitedtea,5,welcome,Welcome,Received a like,2074,Bronze
invitedtea,10,editor,Editor,First post edit,678,Bronze
invitedtea,11,first-like,First Like,Liked a post,3385,Bronze
invitedtea,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
toyagev379,5,welcome,Welcome,Received a like,2074,Bronze
toyagev379,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
talha,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
talha,5,welcome,Welcome,Received a like,2074,Bronze
talha,11,first-like,First Like,Liked a post,3385,Bronze
talha,100,certified,Certified,Completed our new user tutorial,215,Bronze
KostyantynArB,5,welcome,Welcome,Received a like,2074,Bronze
eBaykc,5,welcome,Welcome,Received a like,2074,Bronze
eBaykc,12,first-share,First Share,Shared a post,542,Bronze
Nyx,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Nyx,5,welcome,Welcome,Received a like,2074,Bronze
Nyx,11,first-like,First Like,Liked a post,3385,Bronze
Nyx,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Nyx,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Blocktools,5,welcome,Welcome,Received a like,2074,Bronze
Blocktools,10,editor,Editor,First post edit,678,Bronze
venehsoftw,5,welcome,Welcome,Received a like,2074,Bronze
venehsoftw,11,first-like,First Like,Liked a post,3385,Bronze
letsfuckingGo,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
letsfuckingGo,5,welcome,Welcome,Received a like,2074,Bronze
letsfuckingGo,10,editor,Editor,First post edit,678,Bronze
letsfuckingGo,11,first-like,First Like,Liked a post,3385,Bronze
letsfuckingGo,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
adamfzg,5,welcome,Welcome,Received a like,2074,Bronze
adamfzg,11,first-like,First Like,Liked a post,3385,Bronze
Jerome,5,welcome,Welcome,Received a like,2074,Bronze
Jerome,10,editor,Editor,First post edit,678,Bronze
Jerome,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Creepto,5,welcome,Welcome,Received a like,2074,Bronze
Creepto,11,first-like,First Like,Liked a post,3385,Bronze
Creepto,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
rudy_mick,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
rudy_mick,5,welcome,Welcome,Received a like,2074,Bronze
rudy_mick,11,first-like,First Like,Liked a post,3385,Bronze
420marketvancouver,5,welcome,Welcome,Received a like,2074,Bronze
420marketvancouver,11,first-like,First Like,Liked a post,3385,Bronze
Khown,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Khown,5,welcome,Welcome,Received a like,2074,Bronze
Khown,10,editor,Editor,First post edit,678,Bronze
Khown,11,first-like,First Like,Liked a post,3385,Bronze
Kasorc,5,welcome,Welcome,Received a like,2074,Bronze
Kasorc,11,first-like,First Like,Liked a post,3385,Bronze
Satsy,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Satsy,5,welcome,Welcome,Received a like,2074,Bronze
Satsy,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
Satsy,10,editor,Editor,First post edit,678,Bronze
Satsy,11,first-like,First Like,Liked a post,3385,Bronze
patb,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
patb,5,welcome,Welcome,Received a like,2074,Bronze
patb,11,first-like,First Like,Liked a post,3385,Bronze
IgnorantC,5,welcome,Welcome,Received a like,2074,Bronze
IgnorantC,11,first-like,First Like,Liked a post,3385,Bronze
Baszaaan,5,welcome,Welcome,Received a like,2074,Bronze
Baszaaan,11,first-like,First Like,Liked a post,3385,Bronze
hendyrain,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
hendyrain,5,welcome,Welcome,Received a like,2074,Bronze
hendyrain,11,first-like,First Like,Liked a post,3385,Bronze
